"ID";"Project title";"Collection_name";"Original Country/Region";"Original City/Town/Village";"Station Name";"Platform";"Altitude_masl";"Original Latitude Units";"Original Longitude Units";"Original Altitude Units";"Local Gravity";"Last modified";"Original Location/Relocation";"Start Station Year/Month/Day";"End Station Year/Month/Day";"Start Record Year/Month/Day";"End Record Year/Month/Day";"WMO Region";"Latitude_DegN";"Longitude_DegE";"Current Station Name";"WMO ID";"Network1_name";"Network1_ID";"Network2_name";"Network2_ID";"Country/Region";"City/Town/Village";"Time_resolution";"Observation times";"Time Reference Meridian, or other";"Estimated Station Days";"Time Gaps";"Variable name";"Units";"Original Units";"Variable Instrument";"Corrections/Conversions";"Observation Changes";"Type of Access";"Data Owner";"Data Owner Link/Contact";"Source";"Type of Initial source";"Source Link (Images)";"Data Provider";"Data Provider (Link/contact)";"Data series in published databank citation";"State of Data Rescue";"Comments";"Project Status"
"1085749";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Puerto Militar";"";"";"";"";"";"";"2019-01-28 23:41:58.297550+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-38.886944";"-62.097778";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085761";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Quiaca";"";"";"";"";"";"";"2019-01-28 23:41:58.355230+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-22.104401";"-65.596802";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085773";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Quilino";"";"";"";"";"";"";"2019-01-28 23:41:58.410640+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-30.21612";"-64.494408";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085785";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Recreo";"";"";"";"";"";"";"2019-01-28 23:41:58.469561+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-29.266666";"-65.066666";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085797";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Rio Cuarto";"";"";"";"";"";"";"2019-01-28 23:41:58.520696+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-33.142971";"-64.329277";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085809";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"RIOJA-Capital";"";"";"";"";"";"";"2019-01-28 23:41:58.571338+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-29.4125";"-66.854164";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085821";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"RIOJA-Chilecito";"";"";"";"";"";"";"2019-01-28 23:41:58.623930+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-29.1611";"-67.496201";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085833";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"RIO NEGRO-Roca";"";"";"";"";"";"";"2019-01-28 23:41:58.680082+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-41.030556";"-62.789722";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085845";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Rosario";"";"";"";"";"";"";"2019-01-28 23:41:58.737656+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-32.95924";"-60.683479";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085857";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Rosario de la Fronte";"";"";"";"";"";"";"2019-01-28 23:41:58.792591+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-25.799999";"-64.966667";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085869";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Saladillo";"";"";"";"";"";"";"2019-01-28 23:41:58.839237+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-35.638901";"-59.779499";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085881";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"SALTA";"";"";"";"";"";"";"2019-01-28 23:41:58.885579+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-24.783333";"-65.416664";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085893";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Salta-La Merced";"";"";"";"";"";"";"2019-01-28 23:41:58.932525+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-24.9667";"-65.489502";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085905";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"San Antonio";"";"";"";"";"";"";"2019-01-28 23:41:58.985618+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-40.73";"-64.949997";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085917";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"San Blas";"";"";"";"";"";"";"2019-01-28 23:41:59.043877+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-40.560799";"-62.236698";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085929";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"San Carlos";"";"";"";"";"";"";"2019-01-28 23:41:59.099504+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-25.9";"-65.933334";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085941";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"San Jorge";"";"";"";"";"";"";"2019-01-28 23:41:59.156394+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-32.299999";"-66.599998";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085953";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"SAN JUAN-Capital";"";"";"";"";"";"";"2019-01-28 23:41:59.211211+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-31.534166";"-68.526108";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085965";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"San Lorenzo";"";"";"";"";"";"";"2019-01-28 23:41:59.268163+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-32.745819";"-60.734329";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085977";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"SAN LUIS";"";"";"";"";"";"";"2019-01-28 23:41:59.321852+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-33.299999";"-66.333336";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1085989";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"SAN LUIS-V. Mercedes";"";"";"";"";"";"";"2019-01-28 23:41:59.375761+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-33.667";"-65.467003";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1086001";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"San Martin";"";"";"";"";"";"";"2019-01-28 23:41:59.431827+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-33.083";"-68.470001";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1086013";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"San Nicolás";"";"";"";"";"";"";"2019-01-28 23:41:59.485537+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-33.330372";"-60.214489";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1086025";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Santa Cruz";"";"";"";"";"";"";"2019-01-28 23:41:59.543982+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-50.0247";"-68.524399";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1086037";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"SANTA FE-Capital";"";"";"";"";"";"";"2019-01-28 23:41:59.596787+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-31.610659";"-60.697292";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
"1086049";"C3S DRS/ACRE Argentina";"DWR C3S DRS/ACRE Argentina";"Argentina";"";"Santa Maria";"";"";"";"";"";"";"2019-01-28 23:41:59.653839+00:00";"";"";"";"1902-02-21";"1902-12-31";"South America";"-26.683332";"-66.033333";"";"";"";"";"";"";"Argentina";"";"daily";"2 p.m. until 31 of August; 7 a.m. from 2 of September";"Local Time";"";"";"cloud_cover";"NA";"";"";"";"";"Public";"Universidad Tecnológica Nacional (Buenos Aires)";"Pablo O. Canziani, pocanziani@gmail.com";"Argentine Daily Weather Reports 1902";"Printed";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"Philip Brohan (philip.brohan@metoffice.gov.uk)";"http://data.ceda.ac.uk/badc/corral/images/metobs/south_america/Argentina/";"";"Imaged, Digitised";"Missing days: 11., 17., 18., 20., 28., 29. March 1., 11., 15., 17., 18., 21., 22., 23., 25., 28., 30. April 1., 2., 5., 7., 9.-15. May 3., 22. July 1., 9. Sept 4., 6. Oct";"active"
